id,desc,manufacturer,calories,carbs,fat,protein
9317,"Strawberries, canned, heavy syrup pack, solids and liquids",,92,23.53,0.26,0.56
9318,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",,35,9.13,0.11,0.43
9320,"Strawberries, frozen, sweetened, sliced",,96,25.92,0.13,0.53
9321,"Sugar-apples, (sweetsop), raw",,94,23.64,0.29,2.06
9322,"Tamarinds, raw",,239,62.5,0.6,2.8
9325,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",,86,22.36,0.1,0.41
9326,"Watermelon, raw",,30,7.55,0.15,0.61
9328,"Maraschino cherries, canned, drained",,165,41.97,0.21,0.22
9334,"Feijoa, raw",,61,15.21,0.42,0.71
9340,"Pears, asian, raw",,42,10.65,0.23,0.5
9351,"Fruit cocktail, canned, heavy syrup, drained",,70,18.8,0.1,0.47
9352,"Blueberries, canned, light syrup, drained",,88,22.66,0.4,1.04
9353,"Blueberries, wild, canned, heavy syrup, drained",,107,28.32,0.34,0.56
9354,"Pineapple, canned, juice pack, drained",,60,15.56,0.11,0.51
9357,"Apricots, canned, heavy syrup, drained",,83,21.31,0.11,0.64
9362,"Cherries, sour, canned, water pack, drained",,42,10.45,0.21,0.69
9367,"Cherries, sweet, canned, pitted, heavy syrup, drained",,83,21.07,0.21,0.73
9370,"Peaches, canned, heavy syrup, drained",,72,18.43,0.18,0.52
9374,"Pears, canned, heavy syrup, drained",,74,19.08,0.18,0.24
9379,"Plums, canned, heavy syrup, drained",,89,23.12,0.14,0.44
9383,"Tangerines, (mandarin oranges), canned, juice pack, drained",,38,9.41,0.04,0.75
9400,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",,46,11.3,0.13,0.1
9401,"Applesauce, canned, unsweetened, with added ascorbic acid",,42,11.27,0.1,0.17
9402,"Applesauce, canned, sweetened, with salt",,76,19.91,0.18,0.18
9404,"Grapefruit juice, pink, raw",,39,9.2,0.1,0.5
9407,"Peach nectar, canned, with added ascorbic acid",,50,11.93,0.51,0.21
9408,"Pear nectar, canned, with added ascorbic acid",,60,15.76,0.01,0.11
9409,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",,53,12.87,0.12,0.36
9410,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",,166,41.0,0.37,0.51
9411,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",,47,11.54,0.1,0.14
9412,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",,63,15.01,0.16,0.39
9413,"Pears, raw, red anjou",,62,14.94,0.14,0.33
9414,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",,67,16.1,0.09,0.36
9415,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",,66,15.79,0.1,0.44
9416,"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY","Ocean Spray Cranberries, Inc.",37,7.51,0.64,0.54
9420,"Jackfruit, canned, syrup pack",,92,23.94,0.14,0.36
9421,"Dates, medjool",,277,74.97,0.15,1.81
9422,"Durian, raw or frozen",,147,27.09,5.33,1.47
9423,Prune puree,,257,65.1,0.2,2.1
9426,Candied fruit,,322,82.74,0.07,0.34
9427,"Abiyuch, raw",,69,17.6,0.1,1.5
9428,"Rowal, raw",,111,23.9,2.0,2.3
9429,"Pineapple, raw, traditional varieties",,45,11.82,0.13,0.55
9430,"Pineapple, raw, extra sweet variety",,51,13.5,0.11,0.53
9433,"Clementines, raw",,47,12.02,0.15,0.85
9434,"Guanabana nectar, canned",,59,14.93,0.17,0.11
9435,"Guava nectar, canned, with added ascorbic acid",,63,16.25,0.06,0.09
9436,"Mango nectar, canned",,51,13.12,0.06,0.11
9437,"Tamarind nectar, canned",,57,14.73,0.12,0.09
9442,"Pomegranate juice, bottled",,54,13.13,0.29,0.15
9443,"Juice, apple and grape blend, with added ascorbic acid",,50,12.46,0.12,0.16
9444,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium",,52,12.96,0.12,0.17
9446,"Plantains, green, fried",,309,49.17,11.81,1.5
9447,"Plantains, yellow, fried, Latino restaurant",,236,40.77,7.51,1.42
9448,"Nance, canned, syrup, drained",,95,22.79,1.28,0.56
9449,"Nance, frozen, unsweetened",,73,16.97,1.16,0.66
9450,"Naranjilla (lulo) pulp, frozen, unsweetened",,25,5.9,0.22,0.44
9451,Horned melon (Kiwano),,44,7.56,1.26,1.78
9452,Orange Pineapple Juice Blend,,51,12.2,0.08,0.41
9500,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",,59,14.06,0.2,0.27
9501,"Apples, raw, golden delicious, with skin",,57,13.6,0.15,0.28
9502,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",,58,13.61,0.19,0.44
9503,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",,57,13.68,0.12,0.25
9504,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",,63,15.22,0.18,0.2
9506,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",,49,11.54,0.12,0.68
9507,Mighty Mango,"Naked Juice Co. of Glendora, Inc.",63,15.0,0.0,0.42
9508,Green Machine,"Naked Juice Co. of Glendora, Inc.",53,12.53,0.26,0.6
9510,"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",Dole Food Company,50,12.18,0.14,0.36
9511,Blue Machine,"Naked Juice Co. of Glendora, Inc.",71,16.67,0.0,0.42
9512,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",,62,14.77,0.13,0.37
9513,Original Superfood,Odwalla,50,11.51,0.36,0.63
9514,Berry Boost,"Wm. Bolthouse Farms, Inc.",46,10.9,0.02,0.63
9515,Green Goodnes,"Wm. Bolthouse Farms, Inc.",56,13.04,0.33,0.63
9516,Strawberry Banana Smoothie,"Wm. Bolthouse Farms, Inc.",52,12.37,0.3,0.44
9517,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",,48,11.49,0.17,0.12
9518,"Raspberries, frozen, red, unsweetened",,56,12.55,0.81,1.15
9519,"Guava nectar, with sucralose, canned",,48,13.3,0.07,0.3
9520,"Kiwifruit, ZESPRI SunGold, raw",,63,15.79,0.28,1.02
9522,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",,45,10.91,0.12,0.27
9523,Lemon juice from concentrate (bottled),Concord Foods,24,5.37,0.07,0.4
9524,"Lemon juice from concentrate, bottled, REAL LEMON",,17,5.66,0.07,0.47
9525,"Cranberry sauce, whole (canned)","Ocean Spray Cranberries, Inc.",158,40.4,0.05,0.75
9526,"Cranberry sauce, jellied (canned)","Ocean Spray Cranberries, Inc.",160,40.61,0.04,1.05
9528,"Ruby Red grapefruit juice blend (grapefruit, grape, apple, bottled, vitamin C)","Ocean Spray Cranberries, Inc.",44,10.53,0.1,0.5
9530,Strawberry Banana Smoothie,Odwalla,48,11.05,0.32,0.5
9531,Strawberry Banana Smoothie,"Naked Juice Co. of Glendora, Inc.",50,11.66,0.27,0.48
9542,"Plantains, green, raw",,152,36.66,0.07,1.25
9543,"Plantains, green, boiled",,121,29.15,0.08,1.09
9544,Baobab powder,,250,79.65,0.47,3.69
9546,"Cherry juice, tart",,59,13.7,0.54,0.31
9552,"Raspberries, puree, seedless",,41,7.99,0.87,1.02
9553,"Raspberries, puree, with seeds",,55,11.51,0.97,1.1
9554,Raspberry juice concentrate,,221,53.19,1.34,3.04
10000,"Pork, fresh, composite of separable fat, with added solution, cooked",,585,0.32,60.42,10.06
10001,"Pork, fresh, carcass, separable lean and fat, raw",,376,0.0,35.07,13.91
10002,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",,134,0.0,4.86,21.2
10003,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",,211,0.0,14.79,18.22
10004,"Pork, fresh, backfat, raw",,812,0.0,88.69,2.92
10005,"Pork, fresh, belly, raw",,518,0.0,53.01,9.34
10006,"Pork, fresh, separable fat, raw",,632,0.0,65.7,9.25
10007,"Pork, fresh, separable fat, cooked",,626,0.0,66.1,7.06
10008,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",,245,0.0,18.87,17.43
10009,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",,273,0.0,17.61,26.83
10010,"Pork, fresh, leg (ham), whole, separable lean only, raw",,136,0.0,5.41,20.48
10011,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",,211,0.0,9.44,29.41
10012,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",,182,0.0,10.63,20.27
10013,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",,209,0.0,10.32,27.03
10014,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",,120,0.0,2.93,21.81
10015,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",,165,0.0,4.62,28.86
10016,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw",,193,0.0,11.96,19.87
10017,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",,232,0.0,13.42,25.96
10018,"Pork, fresh, leg (ham), shank half, separable lean only, raw",,119,0.0,2.95,21.66
10019,"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",,175,0.0,5.83,28.69
10020,"Pork, fresh, loin, whole, separable lean and fat, raw",,198,0.0,12.58,19.74
10021,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",,239,0.0,13.62,27.23
10022,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",,242,0.0,13.92,27.32
10023,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",,248,0.0,14.65,27.09
10024,"Pork, fresh, loin, whole, separable lean only, raw",,143,0.0,5.66,21.43
10025,"Pork, fresh, loin, whole, separable lean only, cooked, braised",,204,0.0,9.12,28.57
10026,"Pork, fresh, loin, whole, separable lean only, cooked, broiled",,210,0.0,9.8,28.57
10027,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",,209,0.0,9.63,28.62
10028,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",,194,0.0,12.27,19.56
10029,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",,255,0.0,15.71,26.54
10030,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",,231,0.0,14.35,23.72
10031,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",,254,0.0,16.71,24.29
10032,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",,143,0.0,5.84,21.22
10033,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",,222,0.0,11.29,28.02
10034,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",,193,0.0,9.56,24.99
10035,"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",,217,0.0,11.89,25.7
10036,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",,170,0.0,9.03,20.71
10037,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",,242,0.0,13.51,28.21
10038,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",,209,0.0,11.06,25.61
10039,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",,231,0.0,12.8,27.01
10040,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",,127,0.0,3.71,21.99
10041,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",,200,0.0,7.86,30.2
10042,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",,180,0.0,7.29,26.76
10043,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",,194,0.0,7.95,28.58
10044,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",,186,0.0,11.04,20.28
10045,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",,261,0.0,16.28,26.66
10046,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",,222,0.0,13.04,24.42
10047,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",,248,0.0,14.68,26.99
10048,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",,136,0.0,4.8,21.79
10049,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",,208,0.0,9.32,29.03
10050,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",,186,0.0,8.36,25.79
10051,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",,206,0.0,9.21,28.82
10052,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",,168,0.0,8.96,20.48
10053,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",,234,0.0,12.31,28.81
10054,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",,222,0.0,11.82,26.96
10055,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",,230,0.0,12.87,26.64
10056,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",,129,0.0,4.02,21.65
10057,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",,195,0.0,6.9,31.0
10058,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",,174,0.0,5.45,29.29
10059,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",,204,0.0,9.44,27.78
10060,"Pork, fresh, loin, tenderloin, separable lean only, raw",,109,0.0,2.17,20.95
10061,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",,143,0.0,3.51,26.17
10062,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",,155,0.0,6.94,21.55
10063,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",,200,0.0,8.31,29.2
10064,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",,196,0.0,9.14,26.62
10065,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",,192,0.0,8.82,26.45
10066,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",,127,0.0,3.42,22.41
10067,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",,170,0.0,4.34,30.54
10068,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",,173,0.0,6.08,27.58
10069,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",,173,0.0,6.28,27.23
10070,"Pork, fresh, shoulder, whole, separable lean and fat, raw",,236,0.0,17.99,17.18
10071,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",,292,0.0,21.39,23.28
10072,"Pork, fresh, shoulder, whole, separable lean only, raw",,148,0.0,7.14,19.55
10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",,230,0.0,13.54,25.33
10074,"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",,193,0.0,12.51,18.71
10075,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",,235,0.0,14.33,24.88
10076,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",,317,0.0,24.01,23.47
10077,"Pork, fresh, shoulder, arm picnic, separable lean only, raw",,120,0.0,3.77,20.26
10078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",,194,0.0,8.87,26.76
10079,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",,228,0.0,12.62,26.68
10080,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",,186,0.0,12.36,17.42
10081,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",,267,0.0,17.69,25.07
10082,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",,259,0.0,16.61,25.58
10083,"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",,269,0.0,18.86,23.11
10084,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",,132,0.0,5.71,18.73
10085,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",,233,0.0,13.2,26.57
10086,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",,227,0.0,12.54,26.74
10087,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",,232,0.0,14.3,24.21
10088,"Pork, fresh, spareribs, separable lean and fat, raw",,277,0.0,23.4,15.47
10089,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",,397,0.0,30.3,29.06
10093,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",,201,0.0,9.21,27.51
10094,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",,123,0.0,3.09,23.75
10096,"Pork, fresh, variety meats and by-products, brain, raw",,127,0.0,9.21,10.28
10097,"Pork, fresh, variety meats and by-products, brain, cooked, braised",,138,0.0,9.51,12.14
10098,"Pork, fresh, variety meats and by-products, chitterlings, raw",,182,0.0,16.61,7.64
10099,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",,233,0.0,20.32,12.49
10100,"Pork, fresh, variety meats and by-products, ears, frozen, raw",,234,0.6,15.1,22.45
10101,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",,166,0.2,10.8,15.95
10102,"Pork, fresh, variety meats and by-products, feet, raw",,212,0.0,12.59,23.16
10103,"Pork, fresh, variety meats and by-products, heart, raw",,118,1.33,4.36,17.27
10104,"Pork, fresh, variety meats and by-products, heart, cooked, braised",,148,0.4,5.05,23.6
10105,"Pork, fresh, variety meats and by-products, jowl, raw",,655,0.0,69.61,6.38
10106,"Pork, fresh, variety meats and by-products, kidneys, raw",,100,0.0,3.25,16.46
10107,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",,151,0.0,4.7,25.4
10109,"Pork, fresh, variety meats and by-products, leaf fat, raw",,857,0.0,94.16,1.76
10110,"Pork, fresh, variety meats and by-products, liver, raw",,134,2.47,3.65,21.39
10111,"Pork, fresh, variety meats and by-products, liver, cooked, braised",,165,3.76,4.4,26.02
10112,"Pork, fresh, variety meats and by-products, lungs, raw",,85,0.0,2.72,14.08
10113,"Pork, fresh, variety meats and by-products, lungs, cooked, braised",,99,0.0,3.1,16.6
10114,"Pork, fresh, variety meats and by-products, mechanically separated, raw",,304,0.0,26.54,15.03
10115,"Pork, fresh, variety meats and by-products, pancreas, raw",,199,0.0,13.24,18.56
10116,"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",,219,0.0,10.8,28.5
10117,"Pork, fresh, variety meats and by-products, spleen, raw",,100,0.0,2.59,17.86
10118,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",,149,0.0,3.2,28.2
10119,"Pork, fresh, variety meats and by-products, stomach, raw",,159,0.0,10.14,16.85
10120,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",,222,0.0,12.14,26.38
10121,"Pork, fresh, variety meats and by-products, tongue, raw",,225,0.0,17.2,16.3
10122,"Pork, fresh, variety meats and by-products, tongue, cooked, braised",,271,0.0,18.6,24.1
10123,"Pork, cured, bacon, unprepared",,393,0.0,37.13,13.66
10128,"Pork, cured, breakfast strips, raw or unheated",,388,0.7,37.16,11.74
10130,"Canadian bacon, unprepared",,110,1.34,2.62,20.31
10132,"Pork, cured, feet, pickled",,140,0.01,10.02,11.63
10134,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",,145,1.5,5.53,20.93
10136,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",,178,0.0,9.02,22.62
10137,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",,120,0.0,4.56,18.49
10138,"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",,136,0.52,4.88,21.16
10140,"Pork, cured, ham, regular (approximately 13% fat), canned, roasted",,226,0.42,15.2,20.53
