id,desc,manufacturer,calories,carbs,fat,protein
8363,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran",Sun Country Foods Inc.,200,59.51,5.16,17.56
8365,"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal","The Quaker Oats, Co.",348,81.01,2.01,11.24
8366,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular",Sun Country Foods Inc.,366,49.38,9.56,31.43
8402,"Cereals, QUAKER, Quick Oats, Dry","The Quaker Oats, Co.",371,68.18,6.87,13.7
8409,Frosted Flakes,MOM Brands,389,90.2,0.87,4.25
8410,"Instant Oatmeal, Cinnamon-Spice, dry","The Quaker Oats, Co.",369,74.52,5.1,10.39
8411,"Instant Oatmeal, Dinosaur Eggs, Brown Sugar, dry","The Quaker Oats, Co.",384,73.68,7.59,8.69
8417,"Instant Oatmeal, Banana Bread, dry","The Quaker Oats, Co.",368,75.7,4.85,8.97
8435,Uncle Sam Cereal,"Attune Foods, Inc.",346,65.78,11.6,15.98
8436,"Instant Oatmeal, Raisin and Spice, dry","The Quaker Oats, Co.",360,75.68,4.0,9.11
8444,"Instant Grits, Redeye Gravy & Country Ham flavor, dry","The Quaker Oats, Co.",342,75.86,1.58,9.83
8449,Instant American Cheese Grits,"The Quaker Oats, Co.",360,74.18,4.67,8.8
8450,Instant Ham 'n' Cheese Grits,"The Quaker Oats, Co.",355,71.08,4.68,10.73
8451,"Quick Oats with Iron, Dry","The Quaker Oats, Co.",371,68.18,6.87,13.7
8452,"Whole Wheat Natural Cereal, dry","The Quaker Oats, Co.",333,74.8,2.0,11.8
8476,Honey BUZZERS,MOM Brands,379,89.66,1.72,3.45
8478,Golden Puffs,MOM Brands,370,89.72,0.89,5.77
8481,Honey Graham Squares,MOM Brands,398,74.68,9.97,4.46
8484,Raisin Bran,MOM Brands,342,80.37,1.87,7.63
8487,Blueberry Muffin Tops,MOM Brands,443,79.91,11.48,4.9
8488,"Farina Hot Wheat Cereal, dry",MOM Brands,365,77.2,0.49,10.48
8489,"Maple & Brown Sugar Hot Wheat Cereal, dry",MOM Brands,368,80.52,0.47,8.82
8491,Honey Nut Toasty O'S,MOM Brands,388,79.84,4.51,8.6
8493,Apple Zings,MOM Brands,390,87.3,2.71,4.51
8494,Cinnamon ToastersCINNAMON TOASTERS,MOM Brands,425,78.33,12.06,3.32
8495,Cocoa Dyno-Bites,MOM Brands,397,87.93,3.43,4.15
8500,Frosted Mini Spooners,MOM Brands,354,81.81,1.94,9.09
8501,Fruity Dyno-Bites,MOM Brands,404,90.1,3.15,3.9
8504,Enriched Wheat Bran flakes,Ralston Foods,390,79.77,3.36,10.21
8505,Corn Biscuits,Ralston Foods,376,85.79,1.05,5.83
8506,Corn Flakes,Ralston Foods,384,88.01,0.91,5.9
8507,Crispy Hexagons,Ralston Foods,379,86.78,0.95,5.94
8510,Milk and cereal bar,,413,72.05,10.98,6.47
8511,"original, plain, prepared with water, without salt",MOM Brands,48,10.09,0.09,1.67
8512,"chocolate, prepared with water, without salt",MOM Brands,47,9.22,0.1,1.37
8544,Great Grains Cranberry Almond Crunch,"Post Foods, LLC",384,76.6,5.9,8.9
8546,Rice and Wheat cereal bar,,409,72.73,9.09,9.09
8549,Honey Graham Life Cereal,"The Quaker Oats, Co.",373,78.56,4.14,9.33
8550,Christmas Crunch,"The Quaker Oats, Co.",397,85.92,4.83,4.44
8554,Selects Maple Pecan Crunch,"Post Foods, LLC",413,77.4,8.7,8.5
8571,"Organic FLAX PLUS, Pumpkin Granola",Nature's Path,467,66.1,18.33,11.23
8573,"Cream Of Wheat 2 1/2 minute cook time, dry","B&G Foods, Inc",355,71.79,1.41,11.61
8574,"Cream Of Wheat 2 1/2 minute cook time, cooked with water, stove-top, without salt","B&G Foods, Inc",56,11.74,0.2,1.44
8575,"Cream Of Wheat 2 1/2 minute cook time, cooked with water, microwaved, without salt","B&G Foods, Inc",52,10.1,0.37,1.88
8576,"Cream Of Wheat 1 minute cook time, dry","B&G Foods, Inc",359,72.63,1.47,11.77
8577,"Cream Of Wheat 1 minute cook time, cooked with water, stove-top, without salt","B&G Foods, Inc",56,11.16,0.42,1.65
8578,"Cream Of Wheat 1 minute cook time, cooked with water, microwaved, without salt","B&G Foods, Inc",55,10.67,0.37,1.95
8580,"Incaparina, dry mix (corn and soy flours), unprepared",,379,60.53,5.58,21.75
8625,CAP'N CRUNCH'S Halloween Crunch,"The Quaker Oats, Co.",402,85.14,5.66,4.41
8627,Natural Granola Apple Cranberry Almond,"The Quaker Oats, Co.",418,74.73,11.06,9.21
8628,Maple Brown Sugar LIFE Cereal,"The Quaker Oats, Co.",373,78.86,4.06,9.17
8629,Cap'n Crunch's OOPS! All Berries Cereal,"The Quaker Oats, Co.",395,87.1,3.99,4.6
8632,"Oatmeal Squares, Golden Maple","The Quaker Oats, Co.",380,78.04,4.83,11.3
8633,Honey Bunches of Oats with vanilla bunches,"Post Foods, LLC",394,81.8,5.1,7.9
8639,"Instant Oatmeal, Cinnamon Spice, reduced sugar","The Quaker Oats, Co.",358,69.45,6.11,11.26
8640,"Instant Oatmeal Organic, Regular","The Quaker Oats, Co.",367,67.0,6.3,16.0
8641,"Instant Oatmeal, fruit and cream, variety of flavors, reduced sugar","The Quaker Oats, Co.",376,71.57,7.46,10.16
8642,"Instant Oatmeal, Apple and Cinnamon, reduced sugar","The Quaker Oats, Co.",358,72.17,5.64,10.29
8655,Honey Bunches of Oats with pecan bunches,"Post Foods, LLC",399,82.0,5.4,7.0
8656,Organic FLAX PLUS flakes,Nature's Path,350,75.27,5.46,11.91
8657,"Puffins, original","Barbara's Bakery, Inc",333,84.0,3.7,7.41
8662,Honey Bunches of Oats with real strawberries,"Post Foods, LLC",399,83.3,4.9,6.7
8665,Honey Bunches of Oats with cinnamon bunches,"Post Foods, LLC",400,82.8,5.0,7.1
8672,Chocolate Marshmallow Mateys,MOM Brands,392,88.18,3.67,3.5
8673,Blueberry Mini Spooners,MOM Brands,350,79.4,1.92,8.81
8674,Oat Blenders with honey,MOM Brands,396,84.94,4.17,6.78
8675,Oat Blenders with honey & almonds,MOM Brands,379,77.26,4.88,7.8
8676,Honey Nut Scooters,MOM Brands,387,79.62,4.51,8.59
8680,"Cereals, oats, instant, fortified, maple and brown sugar, dry",,386,76.67,4.73,9.25
8685,Whole Hearts oat cereal,"The Quaker Oats, Co.",376,80.1,5.61,7.63
8686,"Instant Oatmeal, weight control, maple and brown sugar","The Quaker Oats, Co.",361,64.25,6.2,16.37
8687,"Instant Oatmeal, weight control, banana bread","The Quaker Oats, Co.",361,64.42,6.16,16.5
8688,"Instant Oatmeal, Cinnamon Swirl, high fiber","The Quaker Oats, Co.",366,75.67,4.8,8.79
8689,"Oatmeal, Real Medleys, blueberry hazelnut, dry","The Quaker Oats, Co.",386,69.47,9.8,9.81
8690,"Oatmeal, Real Medleys, apple walnut, dry","The Quaker Oats, Co.",390,70.53,10.36,8.18
8691,"Oatmeal, Real Medleys, summer berry, dry","The Quaker Oats, Co.",353,72.58,4.4,11.31
8692,"Oatmeal, Real Medleys, peach almond, dry","The Quaker Oats, Co.",387,68.61,9.84,10.1
8693,"Oatmeal, Real Medleys, cherry pistachio, dry","The Quaker Oats, Co.",394,66.73,11.02,12.02
8694,"Instant Oatmeal, weight control, cinnamon","The Quaker Oats, Co.",361,64.21,6.28,16.5
8709,"Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS",MOM Brands,373,80.91,1.83,8.18
9001,"Acerola, (west indian cherry), raw",,32,7.69,0.3,0.4
9002,"Acerola juice, raw",,23,4.8,0.3,0.4
9003,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",,52,13.81,0.17,0.26
9004,"Apples, raw, without skin",,48,12.76,0.13,0.27
9005,"Apples, raw, without skin, cooked, boiled",,53,13.64,0.36,0.26
9006,"Apples, raw, without skin, cooked, microwave",,56,14.41,0.42,0.28
9008,"Apples, canned, sweetened, sliced, drained, heated",,67,16.84,0.43,0.18
9009,"Apples, dehydrated (low moisture), sulfured, uncooked",,346,93.53,0.58,1.32
9010,"Apples, dehydrated (low moisture), sulfured, stewed",,74,19.91,0.12,0.28
9011,"Apples, dried, sulfured, uncooked",,243,65.89,0.32,0.93
9012,"Apples, dried, sulfured, stewed, without added sugar",,57,15.32,0.07,0.22
9013,"Apples, dried, sulfured, stewed, with added sugar",,83,20.73,0.07,0.2
9014,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)",,48,12.31,0.32,0.28
9015,"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",,47,12.0,0.33,0.29
9016,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",,46,11.3,0.13,0.1
9017,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",,166,41.0,0.37,0.51
9018,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",,47,11.54,0.1,0.14
9019,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)",,42,11.27,0.1,0.17
9020,"Applesauce, canned, sweetened, without salt",,68,17.49,0.17,0.16
9021,"Apricots, raw",,48,11.12,0.39,1.4
9022,"Apricots, canned, water pack, with skin, solids and liquids",,27,6.39,0.16,0.71
9023,"Apricots, canned, water pack, without skin, solids and liquids",,22,5.48,0.03,0.69
9024,"Apricots, canned, juice pack, with skin, solids and liquids",,48,12.34,0.04,0.63
9025,"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",,49,12.5,0.1,0.6
9026,"Apricots, canned, light syrup pack, with skin, solids and liquids",,63,16.49,0.05,0.53
9027,"Apricots, canned, heavy syrup pack, with skin, solids and liquids",,83,21.47,0.08,0.53
9028,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",,83,21.45,0.09,0.51
9029,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",,96,24.85,0.04,0.55
9030,"Apricots, dehydrated (low-moisture), sulfured, uncooked",,320,82.89,0.62,4.9
9031,"Apricots, dehydrated (low-moisture), sulfured, stewed",,126,32.62,0.24,1.93
9032,"Apricots, dried, sulfured, uncooked",,241,62.64,0.51,3.39
9033,"Apricots, dried, sulfured, stewed, without added sugar",,85,22.15,0.18,1.2
9034,"Apricots, dried, sulfured, stewed, with added sugar",,113,29.26,0.15,1.17
9035,"Apricots, frozen, sweetened",,98,25.1,0.1,0.7
9036,"Apricot nectar, canned, with added ascorbic acid",,56,13.63,0.45,0.17
9037,"Avocados, raw, all commercial varieties",,160,8.53,14.66,2.0
9038,"Avocados, raw, California",,167,8.64,15.41,1.96
9039,"Avocados, raw, Florida",,120,7.82,10.06,2.23
9040,"Bananas, raw",,89,22.84,0.33,1.09
9041,"Bananas, dehydrated, or banana powder",,346,88.28,1.81,3.89
9042,"Blackberries, raw",,43,9.61,0.49,1.39
9043,"Blackberry juice, canned",,38,7.8,0.6,0.3
9044,"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",,333,80.45,0.73,1.25
9046,"Blackberries, canned, heavy syrup, solids and liquids",,92,23.1,0.14,1.31
9048,"Blackberries, frozen, unsweetened",,64,15.67,0.43,1.18
9050,"Blueberries, raw",,57,14.49,0.33,0.74
9052,"Blueberries, canned, heavy syrup, solids and liquids",,88,22.06,0.33,0.65
9053,"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",,57,13.85,0.16,0.0
9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",,51,12.17,0.64,0.42
9055,"Blueberries, frozen, sweetened",,85,21.95,0.13,0.4
9056,"Boysenberries, canned, heavy syrup",,88,22.31,0.12,0.99
9057,"Boysenberries, frozen, unsweetened",,50,12.19,0.26,1.1
9059,"Breadfruit, raw",,103,27.12,0.23,1.07
9060,"Carambola, (starfruit), raw",,31,6.73,0.33,1.04
9061,"Carissa, (natal-plum), raw",,62,13.63,1.3,0.5
9062,"Cherimoya, raw",,75,17.71,0.68,1.57
9063,"Cherries, sour, red, raw",,50,12.18,0.3,1.0
9064,"Cherries, sour, red, canned, water pack, solids and liquids",,36,8.94,0.1,0.77
9065,"Cherries, sour, red, canned, light syrup pack, solids and liquids",,75,19.3,0.1,0.74
9066,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",,91,23.27,0.1,0.73
9067,"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",,114,29.23,0.09,0.71
9068,"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",,46,11.02,0.44,0.92
9070,"Cherries, sweet, raw",,63,16.01,0.2,1.06
9071,"Cherries, sweet, canned, water pack, solids and liquids",,46,11.76,0.13,0.77
9072,"Cherries, sweet, canned, juice pack, solids and liquids",,54,13.81,0.02,0.91
9073,"Cherries, sweet, canned, light syrup pack, solids and liquids",,67,17.29,0.15,0.61
9074,"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",,83,21.27,0.15,0.6
9075,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",,102,26.23,0.15,0.59
9077,"Crabapples, raw",,76,19.95,0.3,0.4
9078,"Cranberries, raw",,46,11.97,0.13,0.46
9079,"Cranberries, dried, sweetened (Includes foods for USDA's Food Distribution Program)",,308,82.8,1.09,0.17
9081,"Cranberry sauce, canned, sweetened",,159,40.4,0.15,0.9
9082,"Cranberry-orange relish, canned",,178,46.2,0.1,0.3
9083,"Currants, european black, raw",,63,15.38,0.41,1.4
9084,"Currants, red and white, raw",,56,13.8,0.2,1.4
9085,"Currants, zante, dried",,290,76.98,0.22,3.43
9086,"Custard-apple, (bullock's-heart), raw",,101,25.2,0.6,1.7
9087,"Dates, deglet noor",,282,75.03,0.39,2.45
9088,"Elderberries, raw",,73,18.4,0.5,0.66
9089,"Figs, raw",,74,19.18,0.3,0.75
9090,"Figs, canned, water pack, solids and liquids",,53,13.99,0.1,0.4
9091,"Figs, canned, light syrup pack, solids and liquids",,69,17.95,0.1,0.39
9092,"Figs, canned, heavy syrup pack, solids and liquids",,88,22.9,0.1,0.38
9093,"Figs, canned, extra heavy syrup pack, solids and liquids",,107,27.86,0.1,0.38
9094,"Figs, dried, uncooked",,249,63.87,0.93,3.3
9095,"Figs, dried, stewed",,107,27.57,0.4,1.42
9096,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",,32,8.51,0.05,0.42
9097,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",,46,11.86,0.01,0.46
9098,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra light syrup, solids and liquids",,45,11.63,0.07,0.4
9099,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",,57,14.93,0.07,0.4
9100,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",,73,18.91,0.07,0.39
9101,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, extra heavy syrup, solids and liquids",,88,22.89,0.07,0.39
9102,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",,30,7.87,0.07,0.35
9103,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",,50,13.05,0.03,0.51
9104,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",,58,15.14,0.07,0.34
9106,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",,88,22.77,0.06,0.33
9107,"Gooseberries, raw",,44,10.18,0.58,0.88
9109,"Gooseberries, canned, light syrup pack, solids and liquids",,73,18.75,0.2,0.65
9110,"Goji berries, dried",,349,77.06,0.39,14.26
9111,"Grapefruit, raw, pink and red and white, all areas",,32,8.08,0.1,0.63
9112,"Grapefruit, raw, pink and red, all areas",,42,10.66,0.14,0.77
9113,"Grapefruit, raw, pink and red, California and Arizona",,37,9.69,0.1,0.5
9114,"Grapefruit, raw, pink and red, Florida",,30,7.5,0.1,0.55
9116,"Grapefruit, raw, white, all areas",,33,8.41,0.1,0.69
9117,"Grapefruit, raw, white, California",,37,9.09,0.1,0.88
9118,"Grapefruit, raw, white, Florida",,32,8.19,0.1,0.63
9119,"Grapefruit, sections, canned, water pack, solids and liquids",,36,9.15,0.1,0.58
9120,"Grapefruit, sections, canned, juice pack, solids and liquids",,37,9.21,0.09,0.7
9121,"Grapefruit, sections, canned, light syrup pack, solids and liquids",,60,15.44,0.1,0.56
9123,"Grapefruit juice, white, canned or bottled, unsweetened",,37,7.54,0.66,0.55
9124,"Grapefruit juice, white, canned, sweetened",,46,11.13,0.09,0.58
9125,"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",,146,34.56,0.48,1.97
9126,"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",,41,9.73,0.13,0.55
9127,"Grapefruit juice, pink or red, with added calcium",,39,7.74,0.68,0.51
9128,"Grapefruit juice, white, raw",,39,9.2,0.1,0.5
9129,"Grapes, muscadine, raw",,57,13.93,0.47,0.81
9130,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",,60,14.77,0.13,0.37
9131,"Grapes, american type (slip skin), raw",,67,17.15,0.35,0.63
9132,"Grapes, red or green (European type, such as Thompson seedless), raw",,69,18.1,0.16,0.72
9133,"Grapes, canned, thompson seedless, water pack, solids and liquids",,40,10.3,0.11,0.5
9134,"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",,76,19.65,0.1,0.48
9135,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",,60,14.77,0.13,0.37
9138,"Groundcherries, (cape-gooseberries or poha), raw",,53,11.2,0.7,1.9
9139,"Guavas, common, raw",,68,14.32,0.95,2.55
9140,"Guavas, strawberry, raw",,69,17.36,0.6,0.58
9143,"Guava sauce, cooked",,36,9.48,0.14,0.32
9144,"Jackfruit, raw",,95,23.25,0.64,1.72
9145,"Java-plum, (jambolan), raw",,60,15.56,0.23,0.72
9146,"Jujube, raw",,79,20.23,0.2,1.2
9147,"Jujube, Chinese, fresh, dried",,281,72.52,0.5,4.72
9148,"Kiwifruit, green, raw",,61,14.66,0.52,1.14
9149,"Kumquats, raw",,71,15.9,0.86,1.88
9150,"Lemons, raw, without peel",,29,9.32,0.3,1.1
9152,"Lemon juice, raw",,22,6.9,0.24,0.35
9153,"Lemon juice from concentrate, canned or bottled",,17,5.62,0.07,0.45
9156,"Lemon peel, raw",,47,16.0,0.3,1.5
9159,"Limes, raw",,30,10.54,0.2,0.7
9160,"Lime juice, raw",,25,8.42,0.07,0.42
9161,"Lime juice, canned or bottled, unsweetened",,21,6.69,0.23,0.25
9163,"Blueberries, dried, sweetened",,317,80.0,2.5,2.5
9164,"Litchis, raw",,66,16.53,0.44,0.83
9165,"Litchis, dried",,277,70.7,1.2,3.8
9167,"Loganberries, frozen",,55,13.02,0.31,1.52
9172,"Longans, raw",,60,15.14,0.1,1.31
9173,"Longans, dried",,286,74.0,0.4,4.9
9174,"Loquats, raw",,47,12.14,0.2,0.43
9175,"Mammy-apple, (mamey), raw",,51,12.5,0.5,0.5
9176,"Mangos, raw",,60,14.98,0.38,0.82
9177,"Mangosteen, canned, syrup pack",,73,17.91,0.58,0.41
9178,"Mango, dried, sweetened",,319,78.58,1.18,2.45
9181,"Melons, cantaloupe, raw",,34,8.16,0.19,0.84
9183,"Melons, casaba, raw",,28,6.58,0.1,1.11
9184,"Melons, honeydew, raw",,36,9.09,0.14,0.54
9185,"Melon balls, frozen",,33,7.94,0.25,0.84
9190,"Mulberries, raw",,43,9.8,0.39,1.44
9191,"Nectarines, raw",,44,10.55,0.32,1.06
9192,"Oheloberries, raw",,28,6.84,0.22,0.38
9193,"Olives, ripe, canned (small-extra large)",,116,6.04,10.9,0.84
9194,"Olives, ripe, canned (jumbo-super colossal)",,81,5.61,6.87,0.97
9195,"Olives, pickled, canned or bottled, green",,145,3.84,15.32,1.03
9200,"Oranges, raw, all commercial varieties",,47,11.75,0.12,0.94
9201,"Oranges, raw, California, valencias",,49,11.89,0.3,1.04
9202,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",,49,12.54,0.15,0.91
9203,"Oranges, raw, Florida",,46,11.54,0.21,0.7
9205,"Oranges, raw, with peel",,63,15.5,0.3,1.3
9206,"Orange juice, raw (Includes foods for USDA's Food Distribution Program)",,45,10.4,0.2,0.7
9207,"Orange juice, canned, unsweetened",,47,11.01,0.15,0.68
9209,"Orange juice, chilled, includes from concentrate",,49,11.54,0.12,0.68
9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",,47,11.27,0.12,0.68
9211,"Orange juice, chilled, includes from concentrate, with added calcium",,47,11.27,0.12,0.68
9212,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium",,37,8.47,0.06,0.6
9213,"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",,147,33.86,0.25,2.4
9214,"Orange juice, frozen concentrate, unsweetened, undiluted",,148,35.19,0.25,2.4
9215,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",,37,8.8,0.06,0.6
9216,"Orange peel, raw",,97,25.0,0.2,1.5
9217,"Orange-grapefruit juice, canned or bottled, unsweetened",,43,10.28,0.1,0.6
9218,"Tangerines, (mandarin oranges), raw",,53,13.34,0.31,0.81
9219,"Tangerines, (mandarin oranges), canned, juice pack",,37,9.57,0.03,0.62
9220,"Tangerines, (mandarin oranges), canned, light syrup pack",,61,16.19,0.1,0.45
9221,"Tangerine juice, raw",,43,10.1,0.2,0.5
9226,"Papayas, raw",,43,10.82,0.26,0.47
9228,"Papaya, canned, heavy syrup, drained",,206,55.83,0.55,0.14
9229,"Papaya nectar, canned",,57,14.51,0.15,0.17
9231,"Passion-fruit, (granadilla), purple, raw",,97,23.38,0.7,2.2
9232,"Passion-fruit juice, purple, raw",,51,13.6,0.05,0.39
9233,"Passion-fruit juice, yellow, raw",,60,14.45,0.18,0.67
9236,"Peaches, yellow, raw",,39,9.54,0.25,0.91
9237,"Peaches, canned, water pack, solids and liquids",,24,6.11,0.06,0.44
9238,"Peaches, canned, juice pack, solids and liquids",,44,11.57,0.03,0.63
9239,"Peaches, canned, extra light syrup, solids and liquids (Includes foods for USDA's Food Distribution Program)",,42,11.1,0.1,0.4
9240,"Peaches, canned, light syrup pack, solids and liquids",,54,14.55,0.03,0.45
9241,"Peaches, canned, heavy syrup pack, solids and liquids",,74,19.94,0.1,0.45
9242,"Peaches, canned, extra heavy syrup pack, solids and liquids",,96,26.06,0.03,0.47
9243,"Peaches, spiced, canned, heavy syrup pack, solids and liquids",,75,20.08,0.1,0.41
9244,"Peaches, dehydrated (low-moisture), sulfured, uncooked",,325,83.18,1.03,4.89
9245,"Peaches, dehydrated (low-moisture), sulfured, stewed",,133,34.14,0.42,2.01
9246,"Peaches, dried, sulfured, uncooked",,239,61.33,0.76,3.61
9247,"Peaches, dried, sulfured, stewed, without added sugar",,77,19.69,0.25,1.16
9248,"Peaches, dried, sulfured, stewed, with added sugar",,103,26.6,0.22,1.06
9250,"Peaches, frozen, sliced, sweetened",,94,23.98,0.13,0.63
9251,"Peach nectar, canned, with sucralose, without added ascorbic acid",,49,11.61,0.57,0.1
9252,"Pears, raw",,57,15.23,0.14,0.36
9253,"Pears, canned, water pack, solids and liquids",,29,7.81,0.03,0.19
9254,"Pears, canned, juice pack, solids and liquids",,50,12.94,0.07,0.34
9255,"Pears, canned, extra light syrup pack, solids and liquids (Includes foods for USDA's Food Distribution Program)",,47,12.2,0.1,0.3
9256,"Pears, canned, light syrup pack, solids and liquids",,57,15.17,0.03,0.19
9257,"Pears, canned, heavy syrup pack, solids and liquids",,74,19.17,0.13,0.2
9258,"Pears, canned, extra heavy syrup pack, solids and liquids",,97,25.25,0.13,0.19
9259,"Pears, dried, sulfured, uncooked",,262,69.7,0.63,1.87
9260,"Pears, dried, sulfured, stewed, without added sugar",,127,33.81,0.31,0.91
9261,"Pears, dried, sulfured, stewed, with added sugar",,140,37.14,0.29,0.86
9262,"Pear nectar, canned, without added ascorbic acid",,60,15.76,0.01,0.11
9263,"Persimmons, japanese, raw",,70,18.59,0.19,0.58
9264,"Persimmons, japanese, dried",,274,73.43,0.59,1.38
9265,"Persimmons, native, raw",,127,33.5,0.4,0.8
9266,"Pineapple, raw, all varieties",,50,13.12,0.12,0.54
9267,"Pineapple, canned, water pack, solids and liquids",,32,8.3,0.09,0.43
9268,"Pineapple, canned, juice pack, solids and liquids",,60,15.7,0.08,0.42
9269,"Pineapple, canned, light syrup pack, solids and liquids",,52,13.45,0.12,0.36
9270,"Pineapple, canned, heavy syrup pack, solids and liquids",,78,20.2,0.11,0.35
9271,"Pineapple, canned, extra heavy syrup pack, solids and liquids",,83,21.5,0.11,0.34
9272,"Pineapple, frozen, chunks, sweetened",,86,22.2,0.1,0.4
9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",,53,12.87,0.12,0.36
9274,"Pineapple juice, frozen concentrate, unsweetened, undiluted",,179,44.3,0.1,1.3
9275,"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water",,51,12.67,0.03,0.4
9276,"Pitanga, (surinam-cherry), raw",,33,7.49,0.4,0.8
9277,"Plantains, yellow, raw",,122,31.89,0.35,1.3
9278,"Plantains, yellow, baked",,155,41.37,0.16,1.52
9279,"Plums, raw",,46,11.42,0.28,0.7
9281,"Plums, canned, purple, water pack, solids and liquids",,41,11.03,0.01,0.39
9282,"Plums, canned, purple, juice pack, solids and liquids",,58,15.15,0.02,0.51
9283,"Plums, canned, purple, light syrup pack, solids and liquids",,63,16.28,0.1,0.37
9284,"Plums, canned, purple, heavy syrup pack, solids and liquids",,89,23.24,0.1,0.36
9285,"Plums, canned, purple, extra heavy syrup pack, solids and liquids",,101,26.31,0.1,0.36
9286,"Pomegranates, raw",,83,18.7,1.17,1.67
9287,"Prickly pears, raw",,41,9.57,0.51,0.73
9288,"Prunes, canned, heavy syrup pack, solids and liquids",,105,27.8,0.2,0.87
9289,"Prunes, dehydrated (low-moisture), uncooked",,339,89.07,0.73,3.7
9290,"Prunes, dehydrated (low-moisture), stewed",,113,29.7,0.24,1.23
9291,"Plums, dried (prunes), uncooked",,240,63.88,0.38,2.18
9292,"Plums, dried (prunes), stewed, without added sugar",,107,28.08,0.16,0.96
9293,"Plums, dried (prunes), stewed, with added sugar",,124,32.88,0.22,1.09
9294,"Prune juice, canned",,71,17.45,0.03,0.61
9295,"Pummelo, raw",,38,9.62,0.04,0.76
9296,"Quinces, raw",,57,15.3,0.1,0.4
9297,"Raisins, golden, seedless",,301,80.02,0.2,3.28
9298,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",,299,79.32,0.25,3.3
9299,"Raisins, seeded",,296,78.47,0.54,2.52
9301,"Rambutan, canned, syrup pack",,82,20.87,0.21,0.65
9302,"Raspberries, raw",,52,11.94,0.65,1.2
9304,"Raspberries, canned, red, heavy syrup pack, solids and liquids",,91,23.36,0.12,0.83
9306,"Raspberries, frozen, red, sweetened",,103,26.16,0.16,0.7
9307,"Rhubarb, raw",,21,4.54,0.2,0.9
9309,"Rhubarb, frozen, uncooked",,21,5.1,0.11,0.55
9310,"Rhubarb, frozen, cooked, with sugar",,116,31.2,0.05,0.39
9311,"Roselle, raw",,49,11.31,0.64,0.96
9312,"Rose-apples, raw",,25,5.7,0.3,0.6
9313,"Sapodilla, raw",,83,19.96,1.1,0.44
9314,"Sapote, mamey, raw",,124,32.1,0.46,1.45
9315,"Soursop, raw",,66,16.84,0.3,1.0
9316,"Strawberries, raw",,32,7.68,0.3,0.67
